id,pond,date,elodeastatus,latitude,longitude,trophicposition,kingdom,phylum,order,family,genus,species,sampletype,dC13,dN15,notes
4043,Tiedeman S,7/8/09,NA,60.417351,-145.469489,detritus,detritus,detritus,detritus,detritus,detritus,detritus,detritus,-30.882,-0.813,
4044,Tiedeman S,7/8/09,NA,60.417351,-145.469489,producer,NA,NA,NA,NA,NA,NA,biofilm,-24.447,0.737,
4045,Tiedeman S,7/8/09,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-26.859,0.241,
4046,Tiedeman S,7/8/09,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,whole.indiv,-25.705,1.277,
4047,Tiedeman S,7/8/09,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-22.482,0.932,
4048,Tiedeman S,7/8/09,NA,60.417351,-145.469489,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Eleocharis,palustris,whole.indiv,-27.814,0.819,
1,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-28.4264,3.6516,
2,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,emergent,-29.77605,2.679873,
3,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-26.6633,1.000176333,
4,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,leaf,-27.00033333,-1.244353333,
5,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,stem,-25.6623,-1.142946667,
6,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,NA,emergent,-25.5593,-0.711015,
7,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Bryophyta,Sphagnales,Sphagnaceae,Sphagnum,NA,submerged,-26.3425,-0.5253633333,
8,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,NA,NA,emergent,-28.537,0.684298,
9,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,NA,NA,leaf,-29.0892,-0.26176,
10,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,leaf,-29.6663,1.174807,
21,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,emergent,-24.8981,-1.199779,
22,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-29.5146,0.199172,
23,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-28.99445,-1.4393005,
24,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-29.51425667,-0.866176,
25,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-28.90793,-0.1648825,
26,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,seed,-29.978615,-0.9048085,
27,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,seed,-28.708625,-4.6253455,
28,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,inflorescence,-28.57627,-1.2565915,
29,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-27.97681,-0.555298,
30,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-26.220145,-1.2538645,
31,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,inflorescence,-28.43001,1.965359,
32,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-27.40722,2.168066,
33,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-28.22607,-1.112515,
35,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,NA,emergent,-27.862135,-0.35913375,
36,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-28.5513975,1.901577,
37,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-27.58322,-2.02333,
39,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,stem,-26.72948,0.041257,
40,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,inflorescence,-26.89829,-0.708338,
41,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,leaf,-27.0314,0.326227,
99,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,leaf,-28.14757,1.760726,
100,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,stem,-26.8581,1.606608,
102,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,stem,-29.21359,0.904924,
103,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,leaf,-26.36433,-0.022414,
104,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,stem,-28.64897,1.770194,
105,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,leaf,-27.75408,1.282592,
106,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,stem,-29.36728,1.378324,
107,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,leaf,-26.90497,0.703466,
108,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,stem,-29.486635,1.537176,
138,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-34.30448,0.966356,
142,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-32.43536,1.118662,
143,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,leaf,-34.532,0.482735,
144,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,submerged,-31.77728,-2.061962,
145,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,submerged,-25.77968,-1.320212,
146,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,submerged,-32.70176,-3.178543,
147,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,augustifolium,leaf,-33.86672,1.155255,
148,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,augustifolium,leaf,-35.8352,0.629107,
149,West Cann. West,08/14/19,elodea,60.493083,-145.674758,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,augustifolium,leaf,-35.99648,1.290748,
