id,pond,date,elodeastatus,latitude,longitude,trophicposition,kingdom,phylum,order ,family,genus,species,no.indiv,sampletype,lengthmm,dC13,dN15,CNratio,notes
0164,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0165,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0166,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0167,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,stem,,,,,
0168,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0169,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,stem,,,,,
0170,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0171,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,stem,,,,,
0172,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0173,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0174,EYS,08/13/19,native,60.477,-145.683,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0175,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,whole.indiv,,,,,
0176,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,whole.indiv,,,,,
0177,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,whole.indiv,,,,,
0178,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Salicales,Salicaceae,Salix,N/A,1,leaf,,,,,
0179,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Salicales,Salicaceae,Salix,N/A,1,leaf,,,,,
0180,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Salicales,Salicaceae,Salix,N/A,1,leaf,,,,,
0181,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0182,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0183,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0184,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Hydrocharitales,Hydrocharitaceae,Elodea,canadensis,1,whole.indiv,,,,,
0185,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Hydrocharitales,Hydrocharitaceae,Elodea,canadensis,1,whole.indiv,,,,,
0186,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Hydrocharitales,Hydrocharitaceae,Elodea,canadensis,1,whole.indiv,,,,,
0187,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,,,,
0188,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,,,,
0189,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,,,,
0190,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,augustifolium,1,leaf,,,,,(tops of strands)
0191,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,augustifolium,1,leaf,,,,,(tops of strands)
0192,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,augustifolium,1,leaf,,,,,(tops of strands)
0193,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,whole.indiv,,,,,
0194,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,whole.indiv,,,,,
0195,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,whole.indiv,,,,,
0196,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,whole.indiv,,,,,
0197,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,whole.indiv,,,,,
0198,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,whole.indiv,,,,,
0199,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,whole.indiv,,,,,
0200,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,1,leaf,,,,,
0201,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,1,leaf,,,,,
0202,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,1,leaf,,,,,
0203,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,grannuli,1,whole.indiv,,,,,
0204,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,grannuli,1,whole.indiv,,,,,
0205,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,grannuli,1,whole.indiv,,,,,
0206,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Charophyta,Charales,Characeae,Chara,N/A,1,whole.indiv,,,,,
0207,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Charophyta,Charales,Characeae,Chara,N/A,1,whole.indiv,,,,,
0208,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Charophyta,Charales,Characeae,Chara,N/A,1,whole.indiv,,,,,
0209,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0210,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0211,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0212,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,augustifolium,1,leaf,,,,,
0213,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,augustifolium,1,leaf,,,,,
0214,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Typhales,Sparganiaceae,Sparganium,augustifolium,1,leaf,,,,,
0215,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0216,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0217,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0218,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,,,,
0219,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,,,,
0220,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,natans,1,leaf,,,,,
0221,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0222,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0223,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0224,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,1,leaf,,,,,
0225,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,1,leaf,,,,,
0226,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,1,leaf,,,,,
0227,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Eriophorum,N/A,1,stem,,,,,
0228,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Eriophorum,N/A,1,stem,,,,,
0229,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Eriophorum,N/A,1,stem,,,,,
0230,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Salicales,Salicaceae,Salix,N/A,1,leaf,,,,,
0231,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Salicales,Salicaceae,Salix,N/A,1,leaf,,,,,
0232,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Salicales,Salicaceae,Salix,N/A,1,leaf,,,,,
0233,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Scrophulariales,Lentibulariaceae,Utricularia ,vulgaris,1,whole.indiv,,,,,
0234,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Scrophulariales,Lentibulariaceae,Utricularia ,vulgaris,1,whole.indiv,,,,,
0235,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Scrophulariales,Lentibulariaceae,Utricularia ,vulgaris,1,whole.indiv,,,,,
0236,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,N/A,N/A,1,leaf,,,,,
0237,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,N/A,N/A,1,leaf,,,,,
0238,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,N/A,N/A,1,leaf,,,,,
0239,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0240,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0241,STB,08/05/19,native,60.515863,-145.577063,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0242,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0243,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0244,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0245,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0246,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0247,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0248,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Eriophorum,N/A,1,leaf,,,,,
0249,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Eriophorum,N/A,1,leaf,,,,,
0250,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,Eriophorum,N/A,1,leaf,,,,,
0251,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,leaf,,,,,
0252,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,leaf,,,,,
0253,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,N/A,1,leaf,,,,,
0254,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0255,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0256,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0257,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Scrophulariales,Lentibulariaceae,Utricularia ,vulgaris,1,whole.indiv,,,,,
0258,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Scrophulariales,Lentibulariaceae,Utricularia ,vulgaris,1,whole.indiv,,,,,
0259,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Scrophulariales,Lentibulariaceae,Utricularia ,vulgaris,1,whole.indiv,,,,,
0260,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,N/A,N/A,1,leaf,,,,,
0261,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,N/A,N/A,1,leaf,,,,,
0262,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Cyperales,Cyperaceae,N/A,N/A,1,leaf,,,,,
0263,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Sphagnales,Sphagnaceae,Sphagnum,N/A,N/A,1,whole.indiv,,,,,
0264,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Sphagnales,Sphagnaceae,Sphagnum,N/A,N/A,1,whole.indiv,,,,,
0265,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Sphagnales,Sphagnaceae,Sphagnum,N/A,N/A,1,whole.indiv,,,,,
0266,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,1,whole.indiv,,,,,
0267,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,1,whole.indiv,,,,,
0268,PCH,08/08/19,native,60.440322,-145.313054,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,1,whole.indiv,,,,,
0269,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Fagales,Betulaceae,Alnus,rubra,1,leaf,,,,,
0270,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Fagales,Betulaceae,Alnus,rubra,1,leaf,,,,,
0271,WGN,08/06/19,elodea,60.514908,-145.572265,producer,Plantae,Magnoliophyta,Fagales,Betulaceae,Alnus,rubra,1,leaf,,,,,
0272,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0273,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0274,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Solanales,Menyanthaceae,Menyanthes,trifoliata,1,leaf,,,,,
0275,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,grannuli,1,whole.indiv,,,,,
0276,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,grannuli,1,whole.indiv,,,,,
0277,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,grannuli,1,whole.indiv,,,,,
0278,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Hydrocharitales,Hydrocharitaceae,Elodea,canadensis,1,whole.indiv,,,,,
0279,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Hydrocharitales,Hydrocharitaceae,Elodea,canadensis,1,whole.indiv,,,,,
0280,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Hydrocharitales,Hydrocharitaceae,Elodea,canadensis,1,whole.indiv,,,,,
0281,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,1,leaf,,,,,
0282,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,1,leaf,,,,,
0283,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Myricales,Myricaceae,Myrica,gale,1,leaf,,,,,
0284,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Sphagnales,Sphagnaceae,Sphagnum,N/A,N/A,1,whole.indiv,,,,,
0285,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Sphagnales,Sphagnaceae,Sphagnum,N/A,N/A,1,whole.indiv,,,,,
0286,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Sphagnales,Sphagnaceae,Sphagnum,N/A,N/A,1,whole.indiv,,,,,
0287,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,grannuli,1,whole.indiv,,,,,
0288,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,grannuli,1,whole.indiv,,,,,
0289,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Najadales,Potamogetonaceae,Potamogeton,grannuli,1,whole.indiv,,,,,
0290,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,whole.indiv,,,,,
0291,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,whole.indiv,,,,,
0292,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Callitrichales,Hippuridaceae,Hippuris,vulgaris,1,whole.indiv,,,,,
0293,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,NA,1,whole.indiv,,,,,
0294,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,NA,1,whole.indiv,,,,,
0295,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Equisetophyta,Equisetales,Equisetaceae,Equisetum,NA,1,whole.indiv,,,,,
0296,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0297,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0298,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Rosales,Rosaceae,Comarum,palustris,1,leaf,,,,,
0299,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0300,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0301,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Nymphaeales,Nymphaeaceae,Nuphar,polysepalum,1,leaf,,,,,
0302,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Salicales,Salicaceae,Salix,NA,1,leaf,,,,,
0303,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Salicales,Salicaceae,Salix,NA,1,leaf,,,,,
0304,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Salicales,Salicaceae,Salix,NA,1,leaf,,,,,
0305,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,NA,NA,1,stem,,,,,not heads
0306,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,NA,NA,1,stem,,,,,not heads
0307,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Cyperales,Poaceae,NA,NA,1,stem,,,,,not heads
0308,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,1,whole.indiv,,,,,
0309,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,1,whole.indiv,,,,,
0310,SWN,08/07/19,elodea,60.432306,-145.300406,producer,Plantae,Magnoliophyta,Halorgales,Haloragaceae,Myriophyllum,sibiricum,1,whole.indiv,,,,,
0311,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,14,,,,
0312,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,16,,,,
0313,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,17,,,,
0314,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,15,,,,
0315,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,11,,,,
0316,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,11,,,,
0317,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,12,,,,
0318,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,15,,,,
0319,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,11,,,,
0320,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,7,,,,
0321,EYS,08/13/19,native,60.477,-145.683,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,4,multi.indiv,,,,,"(4 heads and thorax, 3 abdomens)"
0322,WCW,08/14/2019,elodea,60.493083,-145.674758,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,19,,,,
0323,WCW,08/14/2019,elodea,60.493083,-145.674758,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,15,,,,
0324,WCW,08/14/2019,elodea,60.493083,-145.674758,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,16,,,,
0325,WCW,08/14/2019,elodea,60.493083,-145.674758,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,10,,,,
0326,WCW,08/14/2019,elodea,60.493083,-145.674758,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,11,,,,
0327,WCW,08/14/2019,elodea,60.493083,-145.674758,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,9,,,,
0328,STB,08/05/19,native,60.515863,-145.577063,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,25,,,,
0329,STB,08/05/19,native,60.515863,-145.577063,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,19,,,,
0330,STB,08/05/19,native,60.515863,-145.577063,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,27,,,,
0331,STB,08/05/19,native,60.515863,-145.577063,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,3,multi.indiv,7,,,,
0332,WGN,08/06/19,elodea,60.514908,-145.572265,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,33,,,,
0333,WGN,08/06/19,elodea,60.514908,-145.572265,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,23,,,,
0334,WGN,08/06/19,elodea,60.514908,-145.572265,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,15,,,,
0335,WGN,08/06/19,elodea,60.514908,-145.572265,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,10,,,,
0336,WGN,08/06/19,elodea,60.514908,-145.572265,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,33,,,,
0337,PCH,08/08/19,native,60.440322,-145.313054,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,3,multi.indiv,8,,,,
0338,PCH,08/08/19,native,60.440322,-145.313054,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,15,,,,
0339,PCH,08/08/19,native,60.440322,-145.313054,predator,Animalia,Arthropoda,Anisoptera,N/A,N/A,N/A,,,32,,,,
