Row,Identifier 1,Identifier 2,Comment,Preparation,Type,Amount,Peak Nr,Ref  Name,Start,Rt,End,Width,Sample Dilution,Amt%,Area All,Ampl  44,Ampl  28,d 13C/12C,d 15N/14N,Date,Time,Area 28,Area 44
23,WCW,Hippuris vulgaris,,,Sample,2.782,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,60.105,,6856,,-0.421,10/23/19,16:05:46,59.518,
23,WCW,Hippuris vulgaris,,,Sample,2.782,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.369,,6866,,-1.19,10/23/19,16:05:46,59.781,
23,WCW,Hippuris vulgaris,,,Sample,2.782,4,N2 Lab.Tank,137.3,166.2,213.4,76.1,0,,142.286,,6977,,-2.505,10/23/19,16:05:46,140.862,
23,WCW,Hippuris vulgaris,,,Sample,2.782,5,CO2_zero,242,252.5,357,114.9,87,,461.734,14377,,-29.981,,10/23/19,16:05:46,,454.577
23,WCW,Hippuris vulgaris,,,Sample,2.782,6,CO2_zero,357,366.2,374.7,17.8,87,,34.273,3943,,-13.081,,10/23/19,16:05:46,,33.736
23,WCW,Hippuris vulgaris,,,Sample,2.782,7,CO2_zero,376.8,386.2,392.9,16.1,87,,34.237,3922,,-12.878,,10/23/19,16:05:46,,33.701
23,WCW,Hippuris vulgaris,,,Sample,2.782,8,CO2_zero,396.7,406.1,412.4,15.7,87,,34.102,3923,,-12.8,,10/23/19,16:05:46,,33.568
24,WCW,Hippuris vulgaris,,,Sample,2.451,1,N2 Lab.Tank,37.8,47.4,50.4,12.5,0,,60.211,,6861,,-1.017,10/23/19,16:14:27,59.639,
24,WCW,Hippuris vulgaris,,,Sample,2.451,2,N2 Lab.Tank,57.9,67.3,70.4,12.5,0,,60.422,,6862,,-1.119,10/23/19,16:14:27,59.849,
24,WCW,Hippuris vulgaris,,,Sample,2.451,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.585,,6880,,-1.19,10/23/19,16:14:27,60.011,
24,WCW,Hippuris vulgaris,,,Sample,2.451,4,N2 Lab.Tank,138.4,166.6,213.4,75,0,,116.819,,5430,,2.472,10/23/19,16:14:27,115.668,
24,WCW,Hippuris vulgaris,,,Sample,2.451,5,CO2_zero,243.7,261.7,345.5,101.8,87,,212.855,7891,,-28.37,,10/23/19,16:14:27,,209.549
24,WCW,Hippuris vulgaris,,,Sample,2.451,6,CO2_zero,356.8,366.2,372,15.3,87,,34.021,3937,,-12.822,,10/23/19,16:14:27,,33.489
24,WCW,Hippuris vulgaris,,,Sample,2.451,7,CO2_zero,376.6,386,391.5,14.8,87,,34.282,3940,,-12.792,,10/23/19,16:14:27,,33.745
24,WCW,Hippuris vulgaris,,,Sample,2.451,8,CO2_zero,396.7,406.1,411.3,14.6,87,,34.219,3936,,-12.8,,10/23/19,16:14:27,,33.683
25,WCW,Hippuris vulgaris,,,Sample,3.025,1,N2 Lab.Tank,38,47.7,50.6,12.5,0,,59.537,,6800,,-1.298,10/23/19,16:23:08,58.931,
25,WCW,Hippuris vulgaris,,,Sample,3.025,2,N2 Lab.Tank,58.1,67.7,70.4,12.3,0,,59.755,,6798,,-1.191,10/23/19,16:23:08,59.15,
25,WCW,Hippuris vulgaris,,,Sample,3.025,3,N2 Lab.Tank,78,87.6,90.5,12.5,0,,59.897,,6799,,-1.19,10/23/19,16:23:08,59.291,
25,WCW,Hippuris vulgaris,,,Sample,3.025,4,N2 Lab.Tank,139.6,167.4,213.4,73.8,0,,104.805,,4940,,-12.081,10/23/19,16:23:08,103.766,
25,WCW,Hippuris vulgaris,,,Sample,3.025,5,CO2_zero,245.2,260.8,349.2,104.1,87,,256.735,9255,,-28.835,,10/23/19,16:23:08,,252.749
25,WCW,Hippuris vulgaris,,,Sample,3.025,6,CO2_zero,357,366.4,372,15,87,,33.979,3935,,-12.866,,10/23/19,16:23:08,,33.447
25,WCW,Hippuris vulgaris,,,Sample,3.025,7,CO2_zero,376.8,386.2,391.7,14.8,87,,34.139,3933,,-12.847,,10/23/19,16:23:08,,33.604
25,WCW,Hippuris vulgaris,,,Sample,3.025,8,CO2_zero,396.7,406.1,411.5,14.8,87,,34.085,3934,,-12.8,,10/23/19,16:23:08,,33.552
26,WCW,Hippuris vulgaris,,,Sample,2.939,1,N2 Lab.Tank,38,47.4,50.4,12.3,0,,59.9,,6843,,-0.056,10/23/19,16:31:49,59.315,
26,WCW,Hippuris vulgaris,,,Sample,2.939,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,59.899,,6851,,-0.695,10/23/19,16:31:49,59.318,
26,WCW,Hippuris vulgaris,,,Sample,2.939,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.283,,6862,,-1.19,10/23/19,16:31:49,59.699,
26,WCW,Hippuris vulgaris,,,Sample,2.939,4,N2 Lab.Tank,138.8,166.8,213.4,74.6,0,,149.059,,7090,,1.404,10/23/19,16:31:49,147.565,
26,WCW,Hippuris vulgaris,,,Sample,2.939,5,CO2_zero,244.3,260.4,349,104.7,87,,256.648,9227,,-28.709,,10/23/19,16:31:49,,252.662
26,WCW,Hippuris vulgaris,,,Sample,2.939,6,CO2_zero,356.8,366.2,372.2,15.5,87,,33.961,3932,,-12.874,,10/23/19,16:31:49,,33.429
26,WCW,Hippuris vulgaris,,,Sample,2.939,7,CO2_zero,376.6,386,391.5,14.8,87,,34.114,3931,,-12.848,,10/23/19,16:31:49,,33.58
26,WCW,Hippuris vulgaris,,,Sample,2.939,8,CO2_zero,396.7,406.1,411.3,14.6,87,,34.099,3929,,-12.8,,10/23/19,16:31:49,,33.565
27,WCW,Hippuris vulgaris,,,Sample,2.612,1,N2 Lab.Tank,38,47.9,50.6,12.5,0,,60.544,,6817,,0.524,10/23/19,16:40:30,59.951,
27,WCW,Hippuris vulgaris,,,Sample,2.612,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,59.895,,6821,,-0.456,10/23/19,16:40:30,59.312,
27,WCW,Hippuris vulgaris,,,Sample,2.612,3,N2 Lab.Tank,78,87.6,90.3,12.3,0,,60.128,,6840,,-1.19,10/23/19,16:40:30,59.544,
27,WCW,Hippuris vulgaris,,,Sample,2.612,4,N2 Lab.Tank,139,166.6,213.4,74.4,0,,96.749,,4540,,1.132,10/23/19,16:40:30,95.789,
27,WCW,Hippuris vulgaris,,,Sample,2.612,5,CO2_zero,244.3,261.3,345.7,101.4,87,,228.859,8422,,-29.454,,10/23/19,16:40:30,,225.307
27,WCW,Hippuris vulgaris,,,Sample,2.612,6,CO2_zero,357,366.2,372,15,87,,33.802,3919,,-12.915,,10/23/19,16:40:30,,33.273
27,WCW,Hippuris vulgaris,,,Sample,2.612,7,CO2_zero,376.8,386.2,391.7,14.8,87,,33.998,3919,,-12.856,,10/23/19,16:40:30,,33.466
27,WCW,Hippuris vulgaris,,,Sample,2.612,8,CO2_zero,396.7,406.1,411.3,14.6,87,,33.998,3921,,-12.8,,10/23/19,16:40:30,,33.466
28,WCW,Hippuris vulgaris,,,Sample,3.046,1,N2 Lab.Tank,37.8,47.4,50.4,12.5,0,,59.838,,6825,,0.537,10/23/19,16:49:11,59.253,
28,WCW,Hippuris vulgaris,,,Sample,3.046,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,59.92,,6838,,-0.452,10/23/19,16:49:11,59.337,
28,WCW,Hippuris vulgaris,,,Sample,3.046,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.149,,6835,,-1.19,10/23/19,16:49:11,59.566,
28,WCW,Hippuris vulgaris,,,Sample,3.046,4,N2 Lab.Tank,139.8,167.2,213.4,73.6,0,,74.858,,3534,,0.537,10/23/19,16:49:11,74.122,
28,WCW,Hippuris vulgaris,,,Sample,3.046,5,CO2_zero,244.3,260,348.8,104.5,87,,256.132,9257,,-29.263,,10/23/19,16:49:11,,252.157
28,WCW,Hippuris vulgaris,,,Sample,3.046,6,CO2_zero,356.8,366.2,372,15.3,87,,33.792,3907,,-12.867,,10/23/19,16:49:11,,33.263
28,WCW,Hippuris vulgaris,,,Sample,3.046,7,CO2_zero,376.6,386,391.7,15,87,,34.005,3910,,-12.833,,10/23/19,16:49:11,,33.473
28,WCW,Hippuris vulgaris,,,Sample,3.046,8,CO2_zero,396.7,405.9,411.1,14.4,87,,33.898,3909,,-12.8,,10/23/19,16:49:11,,33.367
29,WCW,Hippuris vulgaris,,,Sample,2.912,1,N2 Lab.Tank,37.8,47.7,50.4,12.5,0,,60.044,,6818,,0.076,10/23/19,16:57:52,59.459,
29,WCW,Hippuris vulgaris,,,Sample,2.912,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,59.871,,6827,,-0.632,10/23/19,16:57:52,59.292,
29,WCW,Hippuris vulgaris,,,Sample,2.912,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.045,,6837,,-1.19,10/23/19,16:57:52,59.464,
29,WCW,Hippuris vulgaris,,,Sample,2.912,4,N2 Lab.Tank,139.4,165.9,213.4,74,0,,34.484,,1525,,-2.014,10/23/19,16:57:52,34.157,
29,WCW,Hippuris vulgaris,,,Sample,2.912,5,CO2_zero,244.5,269.8,334,89.5,87,,78.039,3164,,-28.802,,10/23/19,16:57:52,,76.825
29,WCW,Hippuris vulgaris,,,Sample,2.912,6,CO2_zero,356.8,366.2,371.2,14.4,87,,33.885,3922,,-12.795,,10/23/19,16:57:52,,33.355
29,WCW,Hippuris vulgaris,,,Sample,2.912,7,CO2_zero,376.6,386,391,14.4,87,,34.033,3926,,-12.764,,10/23/19,16:57:52,,33.501
29,WCW,Hippuris vulgaris,,,Sample,2.912,8,CO2_zero,396.5,405.9,411.1,14.6,87,,34.016,3918,,-12.8,,10/23/19,16:57:52,,33.483
30,WCW,Hippuris vulgaris,,,Sample,2.226,1,N2 Lab.Tank,37.8,47.7,50.4,12.5,0,,59.772,,6811,,0.749,10/23/19,17:06:33,59.189,
30,WCW,Hippuris vulgaris,,,Sample,2.226,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,59.84,,6829,,-0.338,10/23/19,17:06:33,59.259,
30,WCW,Hippuris vulgaris,,,Sample,2.226,3,N2 Lab.Tank,77.7,87.6,90.3,12.5,0,,60.911,,6834,,-1.19,10/23/19,17:06:33,60.322,
30,WCW,Hippuris vulgaris,,,Sample,2.226,4,N2 Lab.Tank,139.8,167,213.4,73.6,0,,96.229,,4482,,1.265,10/23/19,17:06:33,95.277,
30,WCW,Hippuris vulgaris,,,Sample,2.226,5,CO2_zero,244.9,264,344.4,99.5,87,,187.06,7090,,-27.917,,10/23/19,17:06:33,,184.152
30,WCW,Hippuris vulgaris,,,Sample,2.226,6,CO2_zero,357.8,366.2,372,14.2,87,,30.227,3928,,-12.713,,10/23/19,17:06:33,,29.754
30,WCW,Hippuris vulgaris,,,Sample,2.226,7,CO2_zero,376.6,386,391.5,14.8,87,,34.076,3927,,-12.761,,10/23/19,17:06:33,,33.543
30,WCW,Hippuris vulgaris,,,Sample,2.226,8,CO2_zero,396.7,406.1,411.5,14.8,87,,34.128,3926,,-12.8,,10/23/19,17:06:33,,33.593
31,WCW,Comarum palustre,leaves,,Sample,3.048,1,N2 Lab.Tank,38,47.7,50.4,12.3,0,,59.968,,6834,,-0.765,10/23/19,17:15:14,59.392,
31,WCW,Comarum palustre,leaves,,Sample,3.048,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,59.985,,6840,,-1.006,10/23/19,17:15:14,59.411,
31,WCW,Comarum palustre,leaves,,Sample,3.048,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.231,,6855,,-1.19,10/23/19,17:15:14,59.655,
31,WCW,Comarum palustre,leaves,,Sample,3.048,4,N2 Lab.Tank,139.6,167.4,213.4,73.8,0,,89.639,,4150,,0.288,10/23/19,17:15:14,88.76,
31,WCW,Comarum palustre,leaves,,Sample,3.048,5,CO2_zero,217.8,260.2,349.7,131.9,87,,268.001,9538,,-30.151,,10/23/19,17:15:14,,263.852
31,WCW,Comarum palustre,leaves,,Sample,3.048,6,CO2_zero,356.8,366.2,372.2,15.5,87,,33.934,3930,,-12.848,,10/23/19,17:15:14,,33.403
31,WCW,Comarum palustre,leaves,,Sample,3.048,7,CO2_zero,376.6,386,391.7,15,87,,34.105,3928,,-12.78,,10/23/19,17:15:14,,33.571
31,WCW,Comarum palustre,leaves,,Sample,3.048,8,CO2_zero,396.7,405.9,411.3,14.6,87,,34.173,3929,,-12.8,,10/23/19,17:15:14,,33.638
32,WCW,Comarum palustre,stem,,Sample,2.879,1,N2 Lab.Tank,38,47.7,50.4,12.3,0,,59.917,,6829,,-0.36,10/23/19,17:23:55,59.338,
32,WCW,Comarum palustre,stem,,Sample,2.879,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,60.363,,6837,,-0.821,10/23/19,17:23:55,59.781,
32,WCW,Comarum palustre,stem,,Sample,2.879,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.22,,6840,,-1.19,10/23/19,17:23:55,59.64,
32,WCW,Comarum palustre,stem,,Sample,2.879,4,N2 Lab.Tank,139.6,167,213.4,73.8,0,,49.248,,2241,,-1.05,10/23/19,17:23:55,48.774,
32,WCW,Comarum palustre,stem,,Sample,2.879,5,CO2_zero,244.1,260.6,348.2,104.1,87,,240.741,8801,,-27.671,,10/23/19,17:23:55,,236.999
32,WCW,Comarum palustre,stem,,Sample,2.879,6,CO2_zero,356.8,366.2,372.2,15.5,87,,33.935,3928,,-12.895,,10/23/19,17:23:55,,33.404
32,WCW,Comarum palustre,stem,,Sample,2.879,7,CO2_zero,376.6,386,391.7,15,87,,34.277,3933,,-12.84,,10/23/19,17:23:55,,33.741
32,WCW,Comarum palustre,stem,,Sample,2.879,8,CO2_zero,396.7,408.4,413.8,17.1,87,,43.609,3932,,-12.8,,10/23/19,17:23:55,,42.926
33,WCW,Comarum palustre,leaves,,Sample,2.8,1,N2 Lab.Tank,38,47.7,50.4,12.3,0,,59.85,,6833,,0.548,10/23/19,17:32:36,59.267,
33,WCW,Comarum palustre,leaves,,Sample,2.8,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,60.06,,6836,,-0.433,10/23/19,17:32:36,59.478,
33,WCW,Comarum palustre,leaves,,Sample,2.8,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.145,,6851,,-1.19,10/23/19,17:32:36,59.564,
33,WCW,Comarum palustre,leaves,,Sample,2.8,4,N2 Lab.Tank,139.8,167,213.4,73.6,0,,65.318,,3007,,-1.992,10/23/19,17:32:36,64.682,
33,WCW,Comarum palustre,leaves,,Sample,2.8,5,CO2_zero,244.3,260.6,348.4,104.1,87,,242.237,8834,,-28.65,,10/23/19,17:32:36,,238.474
33,WCW,Comarum palustre,leaves,,Sample,2.8,6,CO2_zero,356.8,366.2,372,15.3,87,,33.928,3934,,-12.885,,10/23/19,17:32:36,,33.397
33,WCW,Comarum palustre,leaves,,Sample,2.8,7,CO2_zero,376.6,386,391.5,14.8,87,,34.13,3930,,-12.821,,10/23/19,17:32:36,,33.595
33,WCW,Comarum palustre,leaves,,Sample,2.8,8,CO2_zero,396.7,406.1,411.3,14.6,87,,34.152,3931,,-12.8,,10/23/19,17:32:36,,33.618
34,WCW,Comarum palustre,stem,,Sample,2.872,1,N2 Lab.Tank,38,47.4,50.4,12.3,0,,59.742,,6817,,-0.032,10/23/19,17:41:17,59.163,
34,WCW,Comarum palustre,stem,,Sample,2.872,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,60.036,,6811,,-0.692,10/23/19,17:41:17,59.458,
34,WCW,Comarum palustre,stem,,Sample,2.872,3,N2 Lab.Tank,77.7,87.4,91.8,14,0,,60.46,,6877,,-1.19,10/23/19,17:41:17,59.875,
34,WCW,Comarum palustre,stem,,Sample,2.872,4,N2 Lab.Tank,141.1,167.6,213.4,72.3,0,,23.356,,1033,,-3.314,10/23/19,17:41:17,23.139,
34,WCW,Comarum palustre,stem,,Sample,2.872,5,CO2_zero,244.5,261.3,348.2,103.7,87,,236.105,8660,,-27.216,,10/23/19,17:41:17,,232.434
34,WCW,Comarum palustre,stem,,Sample,2.872,6,CO2_zero,356.8,366.2,372,15.3,87,,33.968,3934,,-12.951,,10/23/19,17:41:17,,33.436
34,WCW,Comarum palustre,stem,,Sample,2.872,7,CO2_zero,376.6,386,391.5,14.8,87,,34.075,3931,,-12.896,,10/23/19,17:41:17,,33.541
34,WCW,Comarum palustre,stem,,Sample,2.872,8,CO2_zero,396.7,405.9,411.3,14.6,87,,34.111,3931,,-12.8,,10/23/19,17:41:17,,33.577
35,WCW,Comarum palustre,leaves,,Sample,2.864,1,N2 Lab.Tank,38,47.7,50.6,12.5,0,,59.96,,6830,,0.126,10/23/19,17:49:58,59.379,
35,WCW,Comarum palustre,leaves,,Sample,2.864,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,59.965,,6827,,-0.61,10/23/19,17:49:58,59.387,
35,WCW,Comarum palustre,leaves,,Sample,2.864,3,N2 Lab.Tank,78,87.6,90.3,12.3,0,,59.906,,6848,,-1.19,10/23/19,17:49:58,59.33,
35,WCW,Comarum palustre,leaves,,Sample,2.864,4,N2 Lab.Tank,139.8,167.2,213.4,73.6,0,,73.304,,3430,,-1.796,10/23/19,17:49:58,72.589,
35,WCW,Comarum palustre,leaves,,Sample,2.864,5,CO2_zero,244.5,260.2,349.9,105.3,87,,253.466,9162,,-28.587,,10/23/19,17:49:58,,249.528
35,WCW,Comarum palustre,leaves,,Sample,2.864,6,CO2_zero,357,366.4,372.4,15.5,87,,33.966,3928,,-12.895,,10/23/19,17:49:58,,33.434
35,WCW,Comarum palustre,leaves,,Sample,2.864,7,CO2_zero,376.8,386.2,391.7,14.8,87,,34.176,3927,,-12.874,,10/23/19,17:49:58,,33.641
35,WCW,Comarum palustre,leaves,,Sample,2.864,8,CO2_zero,396.7,406.1,411.5,14.8,87,,34.136,3932,,-12.8,,10/23/19,17:49:58,,33.601
36,WCW,Comarum palustre,stem,,Sample,2.282,1,N2 Lab.Tank,37.8,47.4,50.4,12.5,0,,59.834,,6827,,0.029,10/23/19,17:58:39,59.255,
36,WCW,Comarum palustre,stem,,Sample,2.282,2,N2 Lab.Tank,57.9,67.5,70.2,12.3,0,,59.945,,6825,,-0.669,10/23/19,17:58:39,59.368,
36,WCW,Comarum palustre,stem,,Sample,2.282,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.1,,6841,,-1.19,10/23/19,17:58:39,59.522,
36,WCW,Comarum palustre,stem,,Sample,2.282,4,N2 Lab.Tank,140.2,166.8,213.4,73.2,0,,27.101,,1213,,-1.712,10/23/19,17:58:39,26.848,
36,WCW,Comarum palustre,stem,,Sample,2.282,5,CO2_zero,244.1,262.7,345.3,101.2,87,,193.017,7304,,-27.186,,10/23/19,17:58:39,,190.015
36,WCW,Comarum palustre,stem,,Sample,2.282,6,CO2_zero,356.8,366.2,371.8,15,87,,33.871,3932,,-12.842,,10/23/19,17:58:39,,33.341
36,WCW,Comarum palustre,stem,,Sample,2.282,7,CO2_zero,376.6,386.2,391.9,15.3,87,,34.955,3929,,-12.792,,10/23/19,17:58:39,,34.408
36,WCW,Comarum palustre,stem,,Sample,2.282,8,CO2_zero,396.5,405.9,411.3,14.8,87,,34.142,3924,,-12.8,,10/23/19,17:58:39,,33.608
37,WCW,Comarum palustre,leaves,,Sample,2.809,1,N2 Lab.Tank,38,47.7,50.4,12.3,0,,59.748,,6824,,0.272,10/23/19,18:07:20,59.17,
37,WCW,Comarum palustre,leaves,,Sample,2.809,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,60.058,,6832,,-0.583,10/23/19,18:07:20,59.48,
37,WCW,Comarum palustre,leaves,,Sample,2.809,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.188,,6841,,-1.19,10/23/19,18:07:20,59.609,
37,WCW,Comarum palustre,leaves,,Sample,2.809,4,N2 Lab.Tank,139.8,167.2,213.4,73.6,0,,61.095,,2809,,-1.582,10/23/19,18:07:20,60.504,
37,WCW,Comarum palustre,leaves,,Sample,2.809,5,CO2_zero,217.8,260.6,349.2,131.5,87,,243.604,8876,,-29.198,,10/23/19,18:07:20,,239.832
37,WCW,Comarum palustre,leaves,,Sample,2.809,6,CO2_zero,356.8,366.2,372.2,15.5,87,,33.951,3928,,-12.804,,10/23/19,18:07:20,,33.42
37,WCW,Comarum palustre,leaves,,Sample,2.809,7,CO2_zero,376.6,386,391.7,15,87,,34.157,3933,,-12.748,,10/23/19,18:07:20,,33.622
37,WCW,Comarum palustre,leaves,,Sample,2.809,8,CO2_zero,396.7,406.1,411.5,14.8,87,,34.145,3935,,-12.8,,10/23/19,18:07:20,,33.61
38,WCW,Comarum palustre,stem,,Sample,2.861,1,N2 Lab.Tank,37.8,47.4,50.4,12.5,0,,59.816,,6828,,-0.438,10/23/19,18:16:01,59.241,
38,WCW,Comarum palustre,stem,,Sample,2.861,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,59.917,,6823,,-0.861,10/23/19,18:16:01,59.344,
38,WCW,Comarum palustre,stem,,Sample,2.861,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.069,,6844,,-1.19,10/23/19,18:16:01,59.495,
38,WCW,Comarum palustre,stem,,Sample,2.861,4,N2 Lab.Tank,140.7,167.4,213.4,72.7,0,,20.387,,902,,-3.034,10/23/19,18:16:01,20.2,
38,WCW,Comarum palustre,stem,,Sample,2.861,5,CO2_zero,243.9,260.6,348.6,104.7,87,,237.193,8695,,-27.36,,10/23/19,18:16:01,,233.505
38,WCW,Comarum palustre,stem,,Sample,2.861,6,CO2_zero,356.8,366.2,372.2,15.5,87,,33.945,3935,,-12.85,,10/23/19,18:16:01,,33.414
38,WCW,Comarum palustre,stem,,Sample,2.861,7,CO2_zero,376.6,386,391.7,15,87,,34.098,3932,,-12.823,,10/23/19,18:16:01,,33.564
38,WCW,Comarum palustre,stem,,Sample,2.861,8,CO2_zero,396.7,405.9,411.5,14.8,87,,34.161,3926,,-12.8,,10/23/19,18:16:01,,33.626
39,WCW,Comarum palustre,leaves,,Sample,2.582,1,N2 Lab.Tank,37.8,47.4,50.4,12.5,0,,59.862,,6811,,0.119,10/23/19,18:24:42,59.284,
39,WCW,Comarum palustre,leaves,,Sample,2.582,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,60.01,,6836,,-0.616,10/23/19,18:24:42,59.433,
39,WCW,Comarum palustre,leaves,,Sample,2.582,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.075,,6841,,-1.19,10/23/19,18:24:42,59.499,
39,WCW,Comarum palustre,leaves,,Sample,2.582,4,N2 Lab.Tank,140.2,167,213.4,73.2,0,,43.935,,2002,,-2.065,10/23/19,18:24:42,43.515,
39,WCW,Comarum palustre,leaves,,Sample,2.582,5,CO2_zero,244.5,262.1,346.7,102.2,87,,210.804,7875,,-29.232,,10/23/19,18:24:42,,207.53
39,WCW,Comarum palustre,leaves,,Sample,2.582,6,CO2_zero,356.8,366.2,372,15.3,87,,33.941,3936,,-12.846,,10/23/19,18:24:42,,33.409
39,WCW,Comarum palustre,leaves,,Sample,2.582,7,CO2_zero,376.6,386,391.7,15,87,,34.107,3929,,-12.798,,10/23/19,18:24:42,,33.573
39,WCW,Comarum palustre,leaves,,Sample,2.582,8,CO2_zero,396.5,405.9,411.3,14.8,87,,34.26,3930,,-12.8,,10/23/19,18:24:42,,33.723
40,WCW,Comarum palustre,stem,,Sample,3.255,1,N2 Lab.Tank,38,47.7,50.4,12.3,0,,59.841,,6819,,0.052,10/23/19,18:33:23,59.264,
40,WCW,Comarum palustre,stem,,Sample,3.255,2,N2 Lab.Tank,57.9,67.5,70.4,12.5,0,,59.991,,6833,,-0.636,10/23/19,18:33:23,59.415,
40,WCW,Comarum palustre,stem,,Sample,3.255,3,N2 Lab.Tank,77.7,87.4,90.3,12.5,0,,60.11,,6817,,-1.19,10/23/19,18:33:23,59.534,
40,WCW,Comarum palustre,stem,,Sample,3.255,4,N2 Lab.Tank,141.1,167.8,213.4,72.3,0,,24.404,,1085,,-3.936,10/23/19,18:33:23,24.178,
40,WCW,Comarum palustre,stem,,Sample,3.255,5,CO2_zero,244.3,260,352.2,107.8,87,,267.649,9522,,-27.953,,10/23/19,18:33:23,,263.489
40,WCW,Comarum palustre,stem,,Sample,3.255,6,CO2_zero,356.8,366.2,372.2,15.5,87,,33.981,3931,,-12.796,,10/23/19,18:33:23,,33.449
40,WCW,Comarum palustre,stem,,Sample,3.255,7,CO2_zero,376.6,386,391.9,15.3,87,,34.141,3931,,-12.786,,10/23/19,18:33:23,,33.607
40,WCW,Comarum palustre,stem,,Sample,3.255,8,CO2_zero,396.7,406.1,411.5,14.8,87,,34.183,3927,,-12.8,,10/23/19,18:33:23,,33.648
41,blank,,,,Sample,,1,N2 Lab.Tank,38,47.4,50,11.9,0,,30.363,,3480,,-0.399,10/23/19,18:42:24,30.074,
41,blank,,,,Sample,,2,N2 Lab.Tank,57.9,67.3,70,12.1,0,,30.483,,3487,,-0.866,10/23/19,18:42:24,30.194,
41,blank,,,,Sample,,3,N2 Lab.Tank,77.7,87.2,89.9,12.1,0,,30.524,,3486,,-1.19,10/23/19,18:42:24,30.236,
41,blank,,,,Sample,,4,CO2_zero,356.6,366.2,371,14.4,87,,33.955,3925,,-12.618,,10/23/19,18:42:24,,33.423
41,blank,,,,Sample,,5,CO2_zero,376.6,386,390.8,14.2,87,,34.042,3929,,-12.784,,10/23/19,18:42:24,,33.509
41,blank,,,,Sample,,6,CO2_zero,396.5,405.9,410.9,14.4,87,,34.163,3924,,-12.8,,10/23/19,18:42:24,,33.628
42,protein,,,,Sample,0.538,1,N2 Lab.Tank,37.8,47.4,50,12.1,0,,30.393,,3480,,-0.108,10/23/19,18:51:26,30.104,
42,protein,,,,Sample,0.538,2,N2 Lab.Tank,57.9,67.3,69.8,11.9,0,,30.499,,3483,,-0.66,10/23/19,18:51:26,30.211,
42,protein,,,,Sample,0.538,3,N2 Lab.Tank,77.7,87.2,89.9,12.1,0,,30.357,,3468,,-1.19,10/23/19,18:51:26,30.071,
42,protein,,,,Sample,0.538,4,N2 Lab.Tank,137.5,164.7,225.7,88.2,0,,74.991,,3327,,3.949,10/23/19,18:51:26,74.259,
42,protein,,,,Sample,0.538,5,CO2_zero,230.3,271.7,328.3,98,87,,42.801,1756,,-27.197,,10/23/19,18:51:26,,42.138
42,protein,,,,Sample,0.538,6,CO2_zero,356.8,366.2,371.6,14.8,87,,33.826,3920,,-12.737,,10/23/19,18:51:26,,33.296
42,protein,,,,Sample,0.538,7,CO2_zero,376.6,386,391.9,15.3,87,,34.048,3921,,-12.77,,10/23/19,18:51:26,,33.515
42,protein,,,,Sample,0.538,8,CO2_zero,396.5,405.9,411.7,15.3,87,,34.056,3919,,-12.8,,10/23/19,18:51:26,,33.523
43,protein,,,,Sample,0.465,1,N2 Lab.Tank,38,47.4,50,11.9,0,,30.428,,3488,,-1.023,10/23/19,19:00:27,30.147,
43,protein,,,,Sample,0.465,2,N2 Lab.Tank,57.9,67.3,70,12.1,0,,30.527,,3491,,-1.118,10/23/19,19:00:27,30.246,
43,protein,,,,Sample,0.465,3,N2 Lab.Tank,77.7,87.2,89.9,12.1,0,,30.555,,3489,,-1.19,10/23/19,19:00:27,30.274,
43,protein,,,,Sample,0.465,4,N2 Lab.Tank,138.1,164.9,223.2,85.1,0,,65.302,,2903,,5.371,10/23/19,19:00:27,64.674,
43,protein,,,,Sample,0.465,5,CO2_zero,245.4,272.3,327.5,82.1,87,,37.078,1541,,-25.833,,10/23/19,19:00:27,,36.5
